date,temperature_2m,relative_humidity_2m,vapour_pressure_deficit,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm
2022-01-01 00:00:00,-19.248,83.0545,0.022700518,0.387,0.373,0.302,-1.8479999,-1.298,0.652
2022-01-01 01:00:00,-20.248,84.385895,0.019186899,0.387,0.373,0.302,-1.898,-1.298,0.652
2022-01-01 02:00:00,-20.398,83.62745,0.019858107,0.387,0.373,0.302,-1.898,-1.298,0.652
2022-01-01 03:00:00,-21.198,83.518974,0.01864244,0.386,0.373,0.302,-1.898,-1.298,0.652
2022-01-01 04:00:00,-22.748,82.55961,0.017207101,0.386,0.373,0.302,-1.898,-1.298,0.652
2022-01-01 05:00:00,-22.248,82.26212,0.01829318,0.386,0.373,0.302,-1.898,-1.298,0.652
2022-01-01 06:00:00,-20.148,78.31016,0.026879825,0.386,0.373,0.302,-1.898,-1.298,0.652
2022-01-01 07:00:00,-18.098,75.97136,0.035508722,0.386,0.373,0.302,-1.898,-1.298,0.652
2022-01-01 08:00:00,-16.748,74.59757,0.04207702,0.386,0.373,0.302,-1.898,-1.298,0.652
2022-01-01 09:00:00,-15.898,73.807816,0.046584398,0.386,0.373,0.302,-1.898,-1.298,0.652
2022-01-01 10:00:00,-15.848,74.45268,0.04562816,0.386,0.373,0.302,-1.898,-1.298,0.652
2022-01-01 11:00:00,-16.598,76.24953,0.039841443,0.386,0.373,0.302,-1.898,-1.298,0.652
2022-01-01 12:00:00,-17.498,77.41197,0.03512483,0.386,0.372,0.302,-1.898,-1.298,0.652
2022-01-01 13:00:00,-17.898,77.341034,0.034060255,0.386,0.372,0.302,-1.898,-1.298,0.652
2022-01-01 14:00:00,-17.848,77.34993,0.03419178,0.386,0.372,0.302,-1.898,-1.298,0.652
2022-01-01 15:00:00,-17.598,77.394264,0.034856014,0.386,0.372,0.302,-1.898,-1.298,0.652
2022-01-01 16:00:00,-17.198,77.79971,0.035408728,0.386,0.372,0.302,-1.898,-1.298,0.652
2022-01-01 17:00:00,-16.798,77.20278,0.037606195,0.386,0.372,0.302,-1.898,-1.298,0.652
2022-01-01 18:00:00,-16.598,77.57043,0.03762707,0.386,0.372,0.302,-1.898,-1.298,0.652
2022-01-01 19:00:00,-16.548,77.91248,0.037209406,0.386,0.372,0.302,-1.898,-1.298,0.652
2022-01-01 20:00:00,-16.698,78.55764,0.03567113,0.386,0.372,0.302,-1.898,-1.298,0.652
2022-01-01 21:00:00,-16.698,78.89516,0.03511001,0.386,0.372,0.302,-1.898,-1.298,0.652
2022-01-01 22:00:00,-16.848,79.54978,0.033595264,0.386,0.372,0.302,-1.898,-1.298,0.652
