date,temperature_2m,relative_humidity_2m,vapour_pressure_deficit,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm
2021-01-01 00:00:00,-18.248,83.91388,0.02347543,0.386,0.369,0.318,-2.698,-2.0479999,0.352
2021-01-01 01:00:00,-18.598,83.144196,0.02387435,0.386,0.369,0.318,-2.698,-2.0479999,0.352
2021-01-01 02:00:00,-19.148,82.70722,0.023365468,0.386,0.369,0.318,-2.698,-2.0479999,0.352
2021-01-01 03:00:00,-19.948,82.23206,0.022407077,0.386,0.369,0.318,-2.698,-2.0479999,0.352
2021-01-01 04:00:00,-20.948,81.00145,0.021963239,0.386,0.369,0.318,-2.698,-2.0479999,0.352
2021-01-01 05:00:00,-21.148,80.97051,0.021617703,0.386,0.369,0.318,-2.698,-2.0479999,0.352
2021-01-01 06:00:00,-20.948,79.929504,0.0232016,0.386,0.369,0.318,-2.698,-2.0479999,0.352
2021-01-01 07:00:00,-20.498,76.872185,0.027802475,0.386,0.369,0.318,-2.698,-2.0479999,0.352
2021-01-01 08:00:00,-20.298,74.886215,0.030717082,0.386,0.369,0.318,-2.698,-2.0479999,0.352
2021-01-01 09:00:00,-20.198,73.91317,0.03218423,0.386,0.369,0.318,-2.698,-2.0479999,0.352
2021-01-01 10:00:00,-20.398,74.20268,0.031279467,0.386,0.369,0.318,-2.698,-2.0479999,0.352
2021-01-01 11:00:00,-21.198,77.4328,0.025521532,0.386,0.369,0.318,-2.748,-2.0479999,0.352
2021-01-01 12:00:00,-22.298,77.58317,0.02301278,0.386,0.369,0.318,-2.748,-2.0479999,0.352
2021-01-01 13:00:00,-23.748,78.74626,0.019176818,0.386,0.369,0.318,-2.748,-2.0479999,0.352
2021-01-01 14:00:00,-24.898,78.546394,0.017451093,0.386,0.369,0.318,-2.7979999,-2.0479999,0.302
2021-01-01 15:00:00,-26.048,78.343834,0.015863333,0.386,0.369,0.318,-2.7979999,-2.0479999,0.302
2021-01-01 16:00:00,-26.898,77.825714,0.015020996,0.386,0.369,0.318,-2.7979999,-2.098,0.302
2021-01-01 17:00:00,-27.748,77.30322,0.014209304,0.386,0.369,0.318,-2.848,-2.098,0.302
2021-01-01 18:00:00,-28.598,76.77636,0.013428234,0.386,0.369,0.318,-2.848,-2.098,0.302
2021-01-01 19:00:00,-29.348,75.897995,0.0129849315,0.386,0.369,0.318,-2.898,-2.098,0.302
2021-01-01 20:00:00,-30.148,75.37239,0.01229766,0.386,0.369,0.318,-2.898,-2.098,0.302
2021-01-01 21:00:00,-30.698,74.89431,0.011894409,0.386,0.369,0.318,-2.948,-2.098,0.302
2021-01-01 22:00:00,-31.298,74.770676,0.011283439,0.386,0.369,0.318,-2.948,-2.098,0.302
2021-01-01 23:00:00,-32.048,74.246284,0.010711931,0.386,0.369,0.318,-2.998,-2.098,0.302
2021-01-02 00:00:00,-32.648003,73.75077,0.010298394,0.386,0.369,0.318,-2.998,-2.098,0.302
2021-01-02 01:00:00,-33.298,73.24207,0.00985026,0.386,0.369,0.318,-3.0479999,-2.098,0.302
