date,temperature_2m,relative_humidity_2m,vapour_pressure_deficit,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm
2013-01-01 00:00:00,-13.698,83.45154,0.035305053,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 01:00:00,-14.298,83.720474,0.03306444,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 02:00:00,-14.498,83.69429,0.032577053,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 03:00:00,-14.848,83.99966,0.031057581,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 04:00:00,-15.098,83.96738,0.030483395,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 05:00:00,-14.748,82.96337,0.033342436,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 06:00:00,-14.298,81.30749,0.037963122,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 07:00:00,-13.898,80.01953,0.0419316,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 08:00:00,-13.498,79.41787,0.044629723,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 09:00:00,-13.198,79.136345,0.046359807,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 10:00:00,-13.098,79.81246,0.045224622,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 11:00:00,-13.248,82.139854,0.03952743,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 12:00:00,-13.298,83.15953,0.03712006,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 13:00:00,-13.248,84.20409,0.034960553,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 14:00:00,-13.048,84.926674,0.033909112,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 15:00:00,-12.898,85.295006,0.03348632,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 16:00:00,-12.798,85.658066,0.032925904,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 17:00:00,-12.548,85.68694,0.03353195,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 18:00:00,-12.348,86.06132,0.03318751,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 19:00:00,-12.348,86.41393,0.032348156,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 20:00:00,-12.698,86.37541,0.031534106,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 21:00:00,-12.998,85.98793,0.03165075,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 22:00:00,-13.448,86.29233,0.02984953,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-01 23:00:00,-13.848,85.89114,0.029734835,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-02 00:00:00,-14.148,86.21413,0.028348476,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-02 01:00:00,-13.748,87.335815,0.02691029,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-02 02:00:00,-13.098,87.76269,0.027419135,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-02 03:00:00,-12.298,87.484634,0.029919997,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-02 04:00:00,-11.748,87.54043,0.031135917,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-02 05:00:00,-11.348,86.87438,0.033869296,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-02 06:00:00,-10.748,83.835236,0.043756217,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-02 07:00:00,-10.948,81.79375,0.048500866,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-02 08:00:00,-10.898,80.481544,0.052202925,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-02 09:00:00,-10.798,79.844635,0.05433716,0.372,0.366,0.297,-0.898,-0.398,1.552
2013-01-02 10:00:00,-10.848,80.48912,0.052391157,0.372,0.366,0.297,-0.898,-0.398,1.5020001
2013-01-02 11:00:00,-11.098,81.109406,0.049724147,0.372,0.366,0.297,-0.898,-0.398,1.5020001
2013-01-02 12:00:00,-11.748,82.35014,0.044101626,0.372,0.366,0.297,-0.898,-0.398,1.5020001
2013-01-02 13:00:00,-12.198,82.62576,0.041868344,0.372,0.366,0.297,-0.898,-0.398,1.5020001
2013-01-02 14:00:00,-12.348,82.605156,0.0414135,0.372,0.366,0.297,-0.898,-0.398,1.5020001
2013-01-02 15:00:00,-12.498,82.92481,0.040162742,0.372,0.366,0.297,-0.898,-0.398,1.5020001
2013-01-02 16:00:00,-12.398,82.93833,0.040456757,0.372,0.366,0.297,-0.898,-0.398,1.5020001
2013-01-02 17:00:00,-11.848,83.012474,0.042107373,0.372,0.366,0.297,-0.898,-0.398,1.5020001
2013-01-02 18:00:00,-11.048,83.79681,0.042823255,0.372,0.366,0.297,-0.898,-0.398,1.5020001
2013-01-02 19:00:00,-9.898,85.644066,0.0415726,0.372,0.366,0.297,-0.898,-0.398,1.5020001
2013-01-02 20:00:00,-8.548,86.8221,0.042432964,0.372,0.366,0.297,-0.898,-0.398,1.5020001
2013-01-02 21:00:00,-7.248,87.298386,0.04524538,0.372,0.366,0.297,-0.898,-0.398,1.5020001
2013-01-02 22:00:00,-6.398,87.38377,0.047979176,0.372,0.366,0.297,-0.898,-0.398,1.5020001
2013-01-02 23:00:00,-5.948,87.09113,0.050811768,0.372,0.366,0.297,-0.898,-0.398,1.5020001
2013-01-03 00:00:00,-5.898,86.42494,0.05363801,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 01:00:00,-5.948,85.75267,0.05607927,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 02:00:00,-6.098,84.74305,0.059368014,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 03:00:00,-6.398,84.70729,0.058155715,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 04:00:00,-6.598,84.35355,0.058594376,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 05:00:00,-6.548,84.35966,0.058796883,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 06:00:00,-6.398,84.377914,0.05940798,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 07:00:00,-6.648,83.039024,0.06327245,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 08:00:00,-6.398,82.42552,0.066830814,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 09:00:00,-6.248,83.09143,0.065042466,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 10:00:00,-6.248,84.068275,0.061285615,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 11:00:00,-6.548,85.685455,0.053813785,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 12:00:00,-6.948,86.98862,0.047433764,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 13:00:00,-6.898,87.33365,0.046354294,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 14:00:00,-6.948,87.32862,0.046194464,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 15:00:00,-6.948,87.66981,0.044950873,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 16:00:00,-7.048,88.00261,0.043401927,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 17:00:00,-7.198,88.33244,0.04172325,0.372,0.366,0.297,-0.848,-0.398,1.5020001
2013-01-03 18:00:00,-7.498,88.99799,0.038441688,0.372,0.366,0.297,-0.848,-0.398,1.5020001
