date,temperature_2m,relative_humidity_2m,vapour_pressure_deficit,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm
2010-01-01 00:00:00,-17.198,81.568504,0.029400796,0.437,0.377,0.316,-3.5479999,-3.098,-0.848
2010-01-01 01:00:00,-17.898,81.11352,0.02839277,0.437,0.377,0.316,-3.5479999,-3.098,-0.848
2010-01-01 02:00:00,-18.798,80.97633,0.026486084,0.437,0.377,0.316,-3.5479999,-3.098,-0.848
2010-01-01 03:00:00,-19.498,79.46236,0.026923902,0.437,0.377,0.316,-3.5479999,-3.098,-0.848
2010-01-01 04:00:00,-20.048,78.32743,0.027092196,0.437,0.377,0.316,-3.5479999,-3.098,-0.848
2010-01-01 05:00:00,-20.348,76.89963,0.02813398,0.437,0.377,0.316,-3.598,-3.098,-0.848
2010-01-01 06:00:00,-20.298,75.55502,0.029899724,0.437,0.377,0.316,-3.598,-3.098,-0.848
2010-01-01 07:00:00,-20.398,74.866615,0.030475155,0.437,0.377,0.316,-3.598,-3.098,-0.848
2010-01-01 08:00:00,-20.198,73.91317,0.03218423,0.437,0.377,0.316,-3.598,-3.0479999,-0.848
2010-01-01 09:00:00,-20.098,72.95319,0.033658013,0.437,0.377,0.316,-3.598,-3.0479999,-0.848
2010-01-01 10:00:00,-20.248,73.247665,0.032861635,0.437,0.377,0.316,-3.598,-3.0479999,-0.848
2010-01-01 11:00:00,-20.748,75.468605,0.02885329,0.437,0.377,0.316,-3.598,-3.0479999,-0.848
2010-01-01 12:00:00,-21.448,77.04193,0.02540049,0.437,0.377,0.316,-3.648,-3.0479999,-0.848
2010-01-01 13:00:00,-22.298,76.88601,0.023727871,0.437,0.377,0.316,-3.648,-3.0479999,-0.848
2010-01-01 14:00:00,-23.298,77.05087,0.021555737,0.437,0.377,0.316,-3.698,-3.098,-0.848
2010-01-01 15:00:00,-24.348,76.15238,0.020385258,0.437,0.377,0.316,-3.748,-3.098,-0.848
2010-01-01 16:00:00,-25.448,75.58843,0.018887013,0.437,0.377,0.316,-3.7979999,-3.098,-0.848
2010-01-01 17:00:00,-26.398,75.04817,0.017697249,0.437,0.377,0.316,-3.848,-3.098,-0.848
2010-01-01 18:00:00,-27.098,74.55399,0.016919054,0.437,0.377,0.316,-3.898,-3.098,-0.848
2010-01-01 19:00:00,-27.748,73.71541,0.01645276,0.437,0.377,0.316,-3.948,-3.148,-0.848
2010-01-01 20:00:00,-28.148,73.63104,0.015900925,0.437,0.377,0.316,-3.9980001,-3.148,-0.848
2010-01-01 21:00:00,-28.398,73.57812,0.015564393,0.437,0.377,0.316,-3.9980001,-3.148,-0.848
2010-01-01 22:00:00,-28.548,73.5463,0.015365504,0.437,0.377,0.316,-4.048,-3.198,-0.848
2010-01-01 23:00:00,-28.648,73.17261,0.015436694,0.437,0.377,0.316,-4.098,-3.198,-0.848
2010-01-02 00:00:00,-28.648,73.17261,0.015436694,0.437,0.377,0.316,-4.148,-3.248,-0.848
2010-01-02 01:00:00,-28.598,73.183334,0.0155031495,0.437,0.377,0.316,-4.148,-3.248,-0.848
2010-01-02 02:00:00,-28.248,72.90831,0.016184155,0.437,0.377,0.316,-4.198,-3.248,-0.848
2010-01-02 03:00:00,-27.948,72.625206,0.01681786,0.437,0.377,0.316,-4.198,-3.2979999,-0.848
2010-01-02 04:00:00,-27.598,72.70128,0.01732688,0.437,0.377,0.316,-4.198,-3.2979999,-0.848
2010-01-02 05:00:00,-26.748,71.51873,0.019556824,0.437,0.377,0.316,-4.248,-3.348,-0.848
2010-01-02 06:00:00,-25.648,72.100174,0.021192558,0.437,0.377,0.316,-4.248,-3.348,-0.848
