date,precipitation,rain,snowfall,wind_speed_10m,wind_gusts_10m
2021-01-01 00:00:00,0.0,0.0,0.0,1.104536,1.9
2021-01-01 01:00:00,0.0,0.0,0.0,1.3928387,2.5
2021-01-01 02:00:00,0.0,0.0,0.0,1.6124516,2.8
2021-01-01 03:00:00,0.0,0.0,0.0,1.4422206,3.1
2021-01-01 04:00:00,0.0,0.0,0.0,1.7204651,3.1
2021-01-01 05:00:00,0.0,0.0,0.0,2.0,3.4
2021-01-01 06:00:00,0.0,0.0,0.0,1.9849433,4.0
2021-01-01 07:00:00,0.0,0.0,0.0,1.7804494,3.8
2021-01-01 08:00:00,0.0,0.0,0.0,1.5264337,3.6
2021-01-01 09:00:00,0.0,0.0,0.0,1.3928387,3.2
2021-01-01 10:00:00,0.0,0.0,0.0,1.0770329,2.7
2021-01-01 11:00:00,0.0,0.0,0.0,2.1540658,2.6
2021-01-01 12:00:00,0.0,0.0,0.0,2.236068,2.9
2021-01-01 13:00:00,0.0,0.0,0.0,2.1095023,3.2
2021-01-01 14:00:00,0.0,0.0,0.0,2.0808651,3.2
2021-01-01 15:00:00,0.0,0.0,0.0,2.1213202,3.3
2021-01-01 16:00:00,0.0,0.0,0.0,2.2022715,3.3
2021-01-01 17:00:00,0.0,0.0,0.0,2.2472205,3.2
2021-01-01 18:00:00,0.0,0.0,0.0,2.1023796,3.3
2021-01-01 19:00:00,0.0,0.0,0.0,1.868154,3.2
2021-01-01 20:00:00,0.0,0.0,0.0,2.3345234,3.3
2021-01-01 21:00:00,0.0,0.0,0.0,2.0223749,3.2
2021-01-01 22:00:00,0.0,0.0,0.0,1.9235383,2.9
2021-01-01 23:00:00,0.0,0.0,0.0,1.7262677,2.8
2021-01-02 00:00:00,0.0,0.0,0.0,1.6278821,2.7
2021-01-02 01:00:00,0.0,0.0,0.0,1.6492423,2.6
2021-01-02 02:00:00,0.0,0.0,0.0,1.7720045,2.6
2021-01-02 03:00:00,0.0,0.0,0.0,1.6763055,2.4
2021-01-02 04:00:00,0.0,0.0,0.0,1.7262677,2.6
2021-01-02 05:00:00,0.0,0.0,0.0,1.9104973,2.8
2021-01-02 06:00:00,0.0,0.0,0.0,2.0,3.0
2021-01-02 07:00:00,0.0,0.0,0.0,1.603122,3.4
2021-01-02 08:00:00,0.0,0.0,0.0,1.3038404,3.1
2021-01-02 09:00:00,0.0,0.0,0.0,1.2369317,2.7
2021-01-02 10:00:00,0.0,0.0,0.0,1.118034,2.3
2021-01-02 11:00:00,0.0,0.0,0.0,2.1095023,3.0
2021-01-02 12:00:00,0.0,0.0,0.0,2.0124612,3.2
2021-01-02 13:00:00,0.0,0.0,0.0,2.0615528,3.3
2021-01-02 14:00:00,0.0,0.0,0.0,2.2472203,3.5
2021-01-02 15:00:00,0.0,0.0,0.0,2.376973,3.7
2021-01-02 16:00:00,0.0,0.0,0.0,2.5317976,3.9
2021-01-02 17:00:00,0.0,0.0,0.0,2.8160255,4.2
2021-01-02 18:00:00,0.0,0.0,0.0,2.8071337,4.4
2021-01-02 19:00:00,0.0,0.0,0.0,2.7073975,4.8
2021-01-02 20:00:00,0.0,0.0,0.0,2.408319,4.4
2021-01-02 21:00:00,0.0,0.0,0.0,2.433105,4.0
2021-01-02 22:00:00,0.0,0.0,0.0,2.2561028,4.1
2021-01-02 23:00:00,0.0,0.0,0.0,2.5961509,4.5
2021-01-03 00:00:00,0.0,0.0,0.0,2.7658634,5.1
2021-01-03 01:00:00,0.0,0.0,0.0,3.0805843,5.4
2021-01-03 02:00:00,0.0,0.0,0.0,3.2557642,5.7
2021-01-03 03:00:00,0.0,0.0,0.0,3.4234486,5.9
2021-01-03 04:00:00,0.0,0.0,0.0,3.6055512,5.9
2021-01-03 05:00:00,0.0,0.0,0.0,3.7,6.2
2021-01-03 06:00:00,0.0,0.0,0.0,3.8052595,6.7
2021-01-03 07:00:00,0.0,0.0,0.0,3.6124783,6.7
2021-01-03 08:00:00,0.0,0.0,0.0,3.4058774,6.7
2021-01-03 09:00:00,0.0,0.0,0.0,3.5014284,6.4
2021-01-03 10:00:00,0.0,0.0,0.0,3.6,6.4
2021-01-03 11:00:00,0.0,0.0,0.0,3.306055,6.0
2021-01-03 12:00:00,0.0,0.0,0.0,3.6055512,6.3
2021-01-03 13:00:00,0.0,0.0,0.0,4.0,6.8
2021-01-03 14:00:00,0.0,0.0,0.0,4.204759,6.9
2021-01-03 15:00:00,0.0,0.0,0.0,4.219004,6.9
2021-01-03 16:00:00,0.0,0.0,0.0,4.2296567,7.0
2021-01-03 17:00:00,0.0,0.0,0.0,4.3566046,7.2
2021-01-03 18:00:00,0.0,0.0,0.0,4.2755113,7.2
2021-01-03 19:00:00,0.0,0.0,0.0,4.1,7.3
2021-01-03 20:00:00,0.0,0.0,0.0,3.8832974,6.9
2021-01-03 21:00:00,0.0,0.0,0.0,3.8639357,6.7
2021-01-03 22:00:00,0.0,0.0,0.0,4.060788,6.6
2021-01-03 23:00:00,0.0,0.0,0.0,4.1593266,6.9
2021-01-04 00:00:00,0.0,0.0,0.0,4.295346,7.1
2021-01-04 01:00:00,0.0,0.0,0.0,4.3416586,7.1
2021-01-04 02:00:00,0.0,0.0,0.0,4.1761227,7.1
2021-01-04 03:00:00,0.0,0.0,0.0,4.0804415,7.0
2021-01-04 04:00:00,0.0,0.0,0.0,4.0804415,7.0
2021-01-04 05:00:00,0.0,0.0,0.0,4.368066,7.3
2021-01-04 06:00:00,0.0,0.0,0.0,4.1761227,7.4
2021-01-04 07:00:00,0.0,0.0,0.0,4.016217,7.4
2021-01-04 08:00:00,0.0,0.0,0.0,3.794733,7.3
2021-01-04 09:00:00,0.0,0.0,0.0,3.420526,6.9
2021-01-04 10:00:00,0.0,0.0,0.0,3.1780496,6.1
2021-01-04 11:00:00,0.0,0.0,0.0,3.2557642,5.8
2021-01-04 12:00:00,0.0,0.0,0.0,3.436568,5.9
2021-01-04 13:00:00,0.0,0.0,0.0,3.622154,6.4
2021-01-04 14:00:00,0.0,0.0,0.0,3.7121422,6.8
