date,precipitation,rain,snowfall,wind_speed_10m,wind_gusts_10m
2011-01-01 00:00:00,0.0,0.0,0.0,2.0880613,3.2
2011-01-01 01:00:00,0.0,0.0,0.0,2.109502,3.2
2011-01-01 02:00:00,0.0,0.0,0.0,2.3086793,3.2
2011-01-01 03:00:00,0.0,0.0,0.0,2.0615528,3.3
2011-01-01 04:00:00,0.0,0.0,0.0,2.34094,3.9
2011-01-01 05:00:00,0.0,0.0,0.0,2.059126,4.1
2011-01-01 06:00:00,0.0,0.0,0.0,2.1095023,3.9
2011-01-01 07:00:00,0.0,0.0,0.0,1.8357561,3.5
2011-01-01 08:00:00,0.0,0.0,0.0,2.0615528,3.6
2011-01-01 09:00:00,0.0,0.0,0.0,2.3086793,4.2
2011-01-01 10:00:00,0.0,0.0,0.0,2.2561028,4.3
2011-01-01 11:00:00,0.0,0.0,0.0,2.3086793,4.1
2011-01-01 12:00:00,0.0,0.0,0.0,2.5,4.1
2011-01-01 13:00:00,0.0,0.0,0.0,2.624881,4.4
2011-01-01 14:00:00,0.0,0.0,0.0,2.84605,4.7
2011-01-01 15:00:00,0.0,0.0,0.0,2.8792362,4.9
2011-01-01 16:00:00,0.0,0.0,0.0,2.9732137,5.0
2011-01-01 17:00:00,0.0,0.0,0.0,3.1953092,5.0
2011-01-01 18:00:00,0.0,0.0,0.0,3.2893767,5.2
2011-01-01 19:00:00,0.0,0.0,0.0,3.2695565,5.6
2011-01-01 20:00:00,0.0,0.0,0.0,3.0413814,5.3
2011-01-01 21:00:00,0.0,0.0,0.0,2.9154758,4.8
2011-01-01 22:00:00,0.0,0.0,0.0,2.7202942,4.6
2011-01-01 23:00:00,0.0,0.0,0.0,2.5806975,4.4
2011-01-02 00:00:00,0.0,0.0,0.0,2.4698176,4.3
2011-01-02 01:00:00,0.0,0.0,0.0,2.418677,4.1
2011-01-02 02:00:00,0.0,0.0,0.0,2.5079873,4.1
2011-01-02 03:00:00,0.0,0.0,0.0,2.657066,4.2
2011-01-02 04:00:00,0.0,0.0,0.0,2.751363,4.3
2011-01-02 05:00:00,0.0,0.0,0.0,2.84605,4.4
2011-01-02 06:00:00,0.0,0.0,0.0,2.9732137,4.3
2011-01-02 07:00:00,0.0,0.0,0.0,3.1622777,5.1
2011-01-02 08:00:00,0.0,0.0,0.0,3.104835,5.1
2011-01-02 09:00:00,0.0,0.0,0.0,2.9832869,5.0
2011-01-02 10:00:00,0.0,0.0,0.0,2.8442926,4.8
2011-01-02 11:00:00,0.0,0.0,0.0,2.828427,4.6
2011-01-02 12:00:00,0.0,0.0,0.0,3.0066593,4.8
2011-01-02 13:00:00,0.0,0.0,0.0,3.206244,5.2
2011-01-02 14:00:00,0.0,0.0,0.0,3.3015149,5.5
2011-01-02 15:00:00,0.0,0.0,0.0,3.4,5.7
2011-01-02 16:00:00,0.0,0.0,0.0,3.5014284,5.7
2011-01-02 17:00:00,0.0,0.0,0.0,3.5014284,5.7
2011-01-02 18:00:00,0.0,0.0,0.0,3.5014284,5.7
2011-01-02 19:00:00,0.0,0.0,0.0,3.6013885,5.9
2011-01-02 20:00:00,0.0,0.0,0.0,3.7013512,6.0
2011-01-02 21:00:00,0.0,0.0,0.0,3.7054014,6.2
2011-01-02 22:00:00,0.0,0.0,0.0,3.9115217,6.4
2011-01-02 23:00:00,0.0,0.0,0.0,4.0112343,6.6
2011-01-03 00:00:00,0.0,0.0,0.0,4.110961,6.7
2011-01-03 01:00:00,0.0,0.0,0.0,4.110961,6.9
2011-01-03 02:00:00,0.0,0.0,0.0,4.104875,7.1
2011-01-03 03:00:00,0.0,0.0,0.0,4.104875,7.2
2011-01-03 04:00:00,0.0,0.0,0.0,4.204759,7.1
2011-01-03 05:00:00,0.0,0.0,0.0,4.4045434,7.4
2011-01-03 06:00:00,0.0,0.0,0.0,4.8093657,7.6
2011-01-03 07:00:00,0.0,0.0,0.0,4.504442,8.0
2011-01-03 08:00:00,0.0,0.0,0.0,4.2107005,7.9
2011-01-03 09:00:00,0.0,0.0,0.0,4.0112343,7.6
2011-01-03 10:00:00,0.0,0.0,0.0,4.219004,7.2
2011-01-03 11:00:00,0.0,0.0,0.0,4.1303754,7.1
2011-01-03 12:00:00,0.0,0.0,0.0,4.440721,7.2
2011-01-03 13:00:00,0.0,0.0,0.0,4.539824,7.5
2011-01-03 14:00:00,0.0,0.0,0.0,4.539824,7.6
2011-01-03 15:00:00,0.0,0.0,0.0,4.527693,7.6
2011-01-03 16:00:00,0.0,0.0,0.0,4.318565,7.6
2011-01-03 17:00:00,0.0,0.0,0.0,4.2107005,7.3
2011-01-03 18:00:00,0.0,0.0,0.0,4.0199504,6.9
2011-01-03 19:00:00,0.0,0.0,0.0,4.0199504,6.9
2011-01-03 20:00:00,0.0,0.0,0.0,3.765634,6.7
2011-01-03 21:00:00,0.0,0.0,0.0,3.8832974,6.6
2011-01-03 22:00:00,0.0,0.0,0.0,4.0792155,6.8
2011-01-03 23:00:00,0.0,0.0,0.0,4.1,6.9
2011-01-04 00:00:00,0.0,0.0,0.0,4.0792155,6.9
2011-01-04 01:00:00,0.0,0.0,0.0,4.2579336,7.0
2011-01-04 02:00:00,0.0,0.0,0.0,4.2426405,7.2
2011-01-04 03:00:00,0.0,0.0,0.0,4.2426405,7.2
2011-01-04 04:00:00,0.0,0.0,0.0,4.341659,7.0
2011-01-04 05:00:00,0.0,0.0,0.0,4.3289723,7.1
2011-01-04 06:00:00,0.0,0.0,0.0,4.119466,7.2
2011-01-04 07:00:00,0.0,0.0,0.0,3.8209946,7.2
2011-01-04 08:00:00,0.0,0.0,0.0,3.748333,7.0
2011-01-04 09:00:00,0.0,0.0,0.0,3.5693135,6.7
2011-01-04 10:00:00,0.0,0.0,0.0,3.7854989,6.6
2011-01-04 11:00:00,0.0,0.0,0.0,3.667424,6.6
2011-01-04 12:00:00,0.0,0.0,0.0,3.748333,6.2
2011-01-04 13:00:00,0.0,0.0,0.0,3.8118236,6.3
2011-01-04 14:00:00,0.0,0.0,0.0,3.8013155,6.3
2011-01-04 15:00:00,0.0,0.0,0.0,3.7,6.2
2011-01-04 16:00:00,0.0,0.0,0.0,3.6,6.0
2011-01-04 17:00:00,0.0,0.0,0.0,3.5,5.9
2011-01-04 18:00:00,0.0,0.0,0.0,3.4,5.8
2011-01-04 19:00:00,0.0,0.0,0.0,3.4,5.8
2011-01-04 20:00:00,0.0,0.0,0.0,3.4014704,5.7
2011-01-04 21:00:00,0.0,0.0,0.0,3.3,5.7
2011-01-04 22:00:00,0.0,0.0,0.0,3.3015149,5.6
2011-01-04 23:00:00,0.0,0.0,0.0,3.3015149,5.6
2011-01-05 00:00:00,0.0,0.0,0.0,3.3015149,5.6
2011-01-05 01:00:00,0.0,0.0,0.0,3.306055,5.6
2011-01-05 02:00:00,0.0,0.0,0.0,3.214032,5.5
2011-01-05 03:00:00,0.0,0.0,0.0,3.1256998,5.4
2011-01-05 04:00:00,0.0,0.0,0.0,3.0413814,5.2
2011-01-05 05:00:00,0.0,0.0,0.0,3.0413814,5.0
2011-01-05 06:00:00,0.0,0.0,0.0,3.0149627,4.9
2011-01-05 07:00:00,0.0,0.0,0.0,2.8017852,5.2
2011-01-05 08:00:00,0.0,0.0,0.0,2.8017852,5.0
2011-01-05 09:00:00,0.0,0.0,0.0,2.8160255,5.0
2011-01-05 10:00:00,0.0,0.0,0.0,3.0149627,5.1
2011-01-05 11:00:00,0.0,0.0,0.0,3.1064448,5.1
2011-01-05 12:00:00,0.0,0.0,0.0,3.3015149,5.2
2011-01-05 13:00:00,0.0,0.0,0.0,3.3,5.2
2011-01-05 14:00:00,0.0,0.0,0.0,3.3,5.1
2011-01-05 15:00:00,0.0,0.0,0.0,3.1016126,4.9
2011-01-05 16:00:00,0.0,0.0,0.0,2.9017239,4.7
2011-01-05 17:00:00,0.0,0.0,0.0,2.8,4.5
