date,precipitation,rain,snowfall,wind_speed_10m,wind_gusts_10m
2019-01-01 00:00:00,0.0,0.0,0.0,3.535534,6.4
2019-01-01 01:00:00,0.0,0.0,0.0,3.2557642,6.4
2019-01-01 02:00:00,0.0,0.0,0.0,3.2449963,6.0
2019-01-01 03:00:00,0.0,0.0,0.0,3.2202485,5.8
2019-01-01 04:00:00,0.0,0.0,0.0,3.4481878,6.2
2019-01-01 05:00:00,0.0,0.0,0.0,3.5171013,6.6
2019-01-01 06:00:00,0.0,0.0,0.0,3.9217343,7.2
2019-01-01 07:00:00,0.0,0.0,0.0,4.0718546,7.2
2019-01-01 08:00:00,0.0,0.0,0.0,4.0706263,7.8
2019-01-01 09:00:00,0.0,0.0,0.0,3.8948684,7.8
2019-01-01 10:00:00,0.0,0.0,0.0,3.5468295,7.3
2019-01-01 11:00:00,0.0,0.0,0.0,3.383785,6.2
2019-01-01 12:00:00,0.0,0.0,0.0,3.352611,5.7
2019-01-01 13:00:00,0.0,0.0,0.0,3.352611,5.7
2019-01-01 14:00:00,0.0,0.0,0.0,3.2572994,5.8
2019-01-01 15:00:00,0.0,0.0,0.0,3.1953092,5.9
2019-01-01 16:00:00,0.0,0.0,0.0,3.1384711,5.8
2019-01-01 17:00:00,0.0,0.0,0.0,2.9546573,5.5
2019-01-01 18:00:00,0.0,0.0,0.0,2.7313,5.0
2019-01-01 19:00:00,0.0,0.0,0.0,2.2847319,4.8
2019-01-01 20:00:00,0.0,0.0,0.0,2.1023796,4.0
2019-01-01 21:00:00,0.0,0.0,0.0,1.7088008,3.5
2019-01-01 22:00:00,0.0,0.0,0.0,2.1213202,3.2
2019-01-01 23:00:00,0.0,0.0,0.0,1.9646883,3.2
2019-01-02 00:00:00,0.0,0.0,0.0,1.6763055,3.0
2019-01-02 01:00:00,0.0,0.0,0.0,1.8027756,2.7
2019-01-02 02:00:00,0.0,0.0,0.0,1.8027756,2.9
2019-01-02 03:00:00,0.0,0.0,0.0,1.7088008,2.8
2019-01-02 04:00:00,0.0,0.0,0.0,1.5231546,2.4
2019-01-02 05:00:00,0.0,0.0,0.0,1.3038405,2.1
2019-01-02 06:00:00,0.0,0.0,0.0,1.5,3.0
2019-01-02 07:00:00,0.0,0.0,0.0,1.7,3.5
2019-01-02 08:00:00,0.0,0.0,0.0,1.5811387,3.7
2019-01-02 09:00:00,0.0,0.0,0.0,1.421267,3.6
