date,precipitation,rain,snowfall,wind_speed_10m,wind_gusts_10m
2018-01-01 00:00:00,0.0,0.0,0.0,2.3086793,4.5
2018-01-01 01:00:00,0.0,0.0,0.0,2.751363,5.0
2018-01-01 02:00:00,0.0,0.0,0.0,3.0675724,5.6
2018-01-01 03:00:00,0.0,0.0,0.0,3.324154,5.9
2018-01-01 04:00:00,0.0,0.0,0.0,3.49285,6.1
2018-01-01 05:00:00,0.0,0.0,0.0,3.4885528,6.3
2018-01-01 06:00:00,0.0,0.0,0.0,3.3615475,6.3
2018-01-01 07:00:00,0.0,0.0,0.0,3.1064448,5.7
2018-01-01 08:00:00,0.0,0.0,0.0,2.745906,5.1
2018-01-01 09:00:00,0.0,0.0,0.0,2.5553863,4.6
2018-01-01 10:00:00,0.0,0.0,0.0,2.3706539,4.3
2018-01-01 11:00:00,0.0,0.0,0.0,2.6000001,4.4
2018-01-01 12:00:00,0.0,0.0,0.0,2.9154758,5.0
2018-01-01 13:00:00,0.0,0.0,0.0,3.231099,5.5
2018-01-01 14:00:00,0.0,0.0,0.0,3.4014702,5.7
2018-01-01 15:00:00,0.0,0.0,0.0,3.577709,5.9
2018-01-01 16:00:00,0.0,0.0,0.0,3.5846896,6.0
2018-01-01 17:00:00,0.0,0.0,0.0,3.6055512,6.1
2018-01-01 18:00:00,0.0,0.0,0.0,3.4205263,6.0
2018-01-01 19:00:00,0.0,0.0,0.0,3.2649655,5.7
2018-01-01 20:00:00,0.0,0.0,0.0,3.2015622,5.4
2018-01-01 21:00:00,0.0,0.0,0.0,3.1400635,5.3
2018-01-01 22:00:00,0.0,0.0,0.0,3.4999998,5.5
2018-01-01 23:00:00,0.0,0.0,0.0,3.5805027,5.7
2018-01-02 00:00:00,0.0,0.0,0.0,3.4409301,5.9
2018-01-02 01:00:00,0.0,0.0,0.0,3.4999998,5.9
2018-01-02 02:00:00,0.0,0.0,0.0,3.4409301,5.8
2018-01-02 03:00:00,0.0,0.0,0.0,3.4669871,5.9
2018-01-02 04:00:00,0.0,0.0,0.0,3.5846896,6.0
2018-01-02 05:00:00,0.0,0.0,0.0,3.5846896,6.0
2018-01-02 06:00:00,0.0,0.0,0.0,3.4669871,5.9
2018-01-02 07:00:00,0.0,0.0,0.0,3.522783,6.0
2018-01-02 08:00:00,0.0,0.0,0.0,3.5510561,5.8
2018-01-02 09:00:00,0.0,0.0,0.0,3.6235344,6.1
2018-01-02 10:00:00,0.0,0.0,0.0,3.8910153,6.4
2018-01-02 11:00:00,0.0,0.0,0.0,3.8999999,6.6
2018-01-02 12:00:00,0.0,0.0,0.0,3.992493,6.7
2018-01-02 13:00:00,0.0,0.0,0.0,4.1785164,6.8
2018-01-02 14:00:00,0.0,0.0,0.0,4.438468,6.9
2018-01-02 15:00:00,0.0,0.0,0.0,4.4777226,7.0
2018-01-02 16:00:00,0.0,0.0,0.0,4.4777226,7.2
2018-01-02 17:00:00,0.0,0.0,0.0,4.3863425,7.3
2018-01-02 18:00:00,0.0,0.0,0.0,4.1231055,7.2
2018-01-02 19:00:00,0.0,0.0,0.0,3.7696154,7.1
2018-01-02 20:00:00,0.0,0.0,0.0,3.640055,6.4
2018-01-02 21:00:00,0.0,0.0,0.0,3.765634,6.3
2018-01-02 22:00:00,0.0,0.0,0.0,4.060788,6.7
2018-01-02 23:00:00,0.0,0.0,0.0,4.1303754,7.2
2018-01-03 00:00:00,0.0,0.0,0.0,4.2107005,7.5
2018-01-03 01:00:00,0.0,0.0,0.0,4.504442,7.8
2018-01-03 02:00:00,0.0,0.0,0.0,4.604346,7.9
2018-01-03 03:00:00,0.0,0.0,0.0,4.509989,7.9
2018-01-03 04:00:00,0.0,0.0,0.0,4.3104525,7.4
